         73065575 function calls (72108445 primitive calls) in 193.787 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       51    0.000    0.000    0.000    0.000 <frozen _collections_abc>:315(__subclasshook__)
       20    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/backend_bases.py:2963(<listcomp>)
        1    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/cpython/setobj.py:372(SetInstance)
       10    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/collections.py:789(get_edgecolor)
       20    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/axis.py:556(formatter)
       40    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/base.py:74(<lambda>)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/re/_compiler.py:241(_optimize_charset)
       18    0.000    0.000    0.000    0.000 {method 'reset' of '_contextvars.ContextVar' objects}
       42    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/typing/typeof.py:120(_typeof_float)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:933(clear)
       88    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/interpreter.py:1844(op_NOP)
        1    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/typing/cmathdecl.py:39(Cmath_log)
        1    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/cpython/hashing.py:417(_Py_HashSecret_t)
        2    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/typing.py:301(_remove_dups_flatten)
       12    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/spines.py:594(__len__)
       48    0.000    0.000    0.000    0.000 {built-in method builtins.hex}
       69    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/bytecode.py:197(__iter__)
       50    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/datamodel/models.py:502(inner_models)
        7    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/ir.py:740(__init__)
        5    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/collections.py:503(set_hatch)
       49    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/ssa.py:297(__init__)
        6    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/figure.py:227(<genexpr>)
       65    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/np/npyimpl.py:81(load_data)
       79    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/types/iterators.py:69(key)
        7    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numpy/linalg/linalg.py:153(_realType)
       23    0.000    0.000    0.000    0.000 {method 'index' of 'str' objects}
        2    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numpy/lib/twodim_base.py:158(eye)
        5    0.000    0.000    0.000    0.000 {method 'dot' of 'numpy.ndarray' objects}
        6    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/byteflow.py:1188(<listcomp>)
        1    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/typing/mathdecl.py:10(Math_unary)
       10    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/cpython/slicing.py:138(get_defaults)
       69    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/callconv.py:370(_make_call_helper)
        6    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/offsetbox.py:490(<listcomp>)
        4    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/contour.py:1141(_get_lowers_and_uppers)
        1    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numpy/lib/function_base.py:5150(<listcomp>)
       18    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/transforms.py:262(x1)
        3    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/mpl_toolkits/mplot3d/axis3d.py:655(<listcomp>)
       76    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/datamodel/models.py:242(as_return)
       40    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/cbook.py:97(__init__)
        7    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/np/arrayobj.py:3370(__init__)
      8/6    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/astropy/io/fits/util.py:354(isfile)
       53    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/datamodel/models.py:717(inner_models)
        3    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/types/scalars.py:89(can_convert_to)
        3    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/pythonapi.py:115(add_const)
       71    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1122(get_filename)
        2    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/astropy/io/fits/header.py:96(__init__)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/importlib/metadata/__init__.py:567(discover)
       40    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/ticker.py:190(set_axis)
       16    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/spines.py:591(__iter__)
        1    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/astropy/io/fits/hdu/base.py:186(data)
       61    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/contextlib.py:425(__init__)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:216(_lock_unlock_module)
      3/2    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/re/_parser.py:172(getwidth)
       25    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/types/containers.py:278(__len__)
       56    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/backend_bases.py:820(get_antialiased)
       72    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/ir.py:728(get_targets)
        4    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/astropy/io/fits/file.py:103(_is_bz2file)
       18    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/imputils.py:115(decorate)
       10    0.000    0.000    0.000    0.000 {function HDUList.__getitem__ at 0x1076f28e0}
        7    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/_api/__init__.py:53(__get__)
       71    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
       65    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/np/npyimpl.py:44(update_indices)
       17    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/enum.py:795(__iter__)
       69    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/interpreter.py:1847(op_RESUME)
       46    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/dispatcher.py:220(__init__)
       26    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/cpython/numbers.py:18(_int_arith_flags)
       18    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numpy/core/numeric.py:837(_outer_dispatcher)
       35    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/text.py:898(get_position)
       49    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/cm.py:609(norm)
       56    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/text.py:805(get_color)
       48    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/imputils.py:95(lower_cast)
        3    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/lowering.py:1371(<listcomp>)
        1    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/datamodel/models.py:402(__init__)
       69    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/lowering.py:79(init)
       69    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/debuginfo.py:73(mark_subprogram)
       30    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/offsetbox.py:342(get_children)
        2    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numpy/core/numeric.py:341(full_like)
       18    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/ticker.py:236(set_locs)
        6    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/pythonapi.py:108(__init__)
        3    0.000    0.000    0.000    0.000 {method '_set_window_mode' of '_macosx.FigureManager' objects}
       10    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/inspect.py:2797(__eq__)
       69    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/typeinfer.py:1757(unify_finished)
        4    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/inspect.py:1802(_shadowed_dict)
        3    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/gridspec.py:231(_normalize)
        3    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/np/arrayobj.py:4337(_check_const_str_dtype)
        3    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/rcsetup.py:140(validate_bool)
       29    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/typing/typeof.py:163(_typeof_none)
        6    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/astropy/io/fits/file.py:437(tell)
        3    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/_pylab_helpers.py:118(set_active)
       14    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/datamodel/models.py:194(get_argument_type)
       70    0.000    0.000    0.000    0.000 {method '_is_owned' of '_thread.RLock' objects}
        3    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/projections/__init__.py:110(get_projection_class)
       24    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/typing/typeof.py:115(_typeof_bool)
        1    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/compiler_lock.py:31(__call__)
       55    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/llvmlite/ir/values.py:957(basic_blocks)
        2    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/typing/collections.py:21(generic)
        5    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/cpu.py:262(get_ufunc_info)
       51    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/artist.py:1563(<genexpr>)
      100    0.000    0.000    0.000    0.000 {built-in method io.text_encoding}
        3    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/types/npytypes.py:263(__init__)
       69    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/compiler_machinery.py:256(finalized)
        4    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/llvmlite/ir/module.py:85(add_named_metadata)
       18    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/typing.py:865(__eq__)
        7    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/ticker.py:672(get_offset)
       69    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/debuginfo.py:79(finalize)
       12    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/importlib/metadata/__init__.py:478(<genexpr>)
       65    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/np/npyimpl.py:47(as_values)
        7    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/np/arrayobj.py:3393(FlatSubIter)
        1    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/types/misc.py:339(__init__)
        1    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/typed/dictimpl.py:1(<module>)
        4    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/byteflow.py:445(op_COPY_FREE_VARS)
        7    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numpy/linalg/linalg.py:203(_assert_stacked_2d)
        1    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/typing/mathdecl.py:54(Math_converter)
       71    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:931(create_module)
        4    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/legend.py:828(get_legend_handler)
        7    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/llvmlite/ir/module.py:219(<genexpr>)
        3    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/mpl_toolkits/mplot3d/axis3d.py:265(set_rotate_label)
        7    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/extending.py:172(overload_attribute)
        2    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/astropy/io/fits/hdu/hdulist.py:233(__init__)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/importlib/metadata/__init__.py:897(find_distributions)
        3    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/backend_bases.py:1167(interval)
       50    0.000    0.000    0.000    0.000 {function FreezableDefaultDict.__missing__ at 0x106fa54e0}
        3    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/backend_bases.py:1310(__init__)
        3    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/gridspec.py:431(<dictcomp>)
       14    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/codegen.py:1082(is_symbol_defined)
       42    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numpy/core/fromnumeric.py:2096(_clip_dispatcher)
        1    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/typing/typeof.py:145(_typeof_numpy_scalar)
        5    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/rcsetup.py:66(__call__)
       56    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/backend_bases.py:672(flipy)
       16    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/astropy/io/fits/hdu/base.py:484(<genexpr>)
        1    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/cpython/listobj.py:435(value)
        6    0.000    0.000    0.000    0.000 {method 'setblocking' of '_socket.socket' objects}
       12    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/axes/_base.py:2998(<genexpr>)
       19    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/offsetbox.py:125(<listcomp>)
        1    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/spines.py:500(__getattr__)
        7    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/axes/_base.py:2452(_unit_change_handler)
       38    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/types/functions.py:415(<dictcomp>)
        4    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/np/arrayobj.py:3609(_loop_continue)
        6    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/enum.py:349(__init__)
       32    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
       50    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/importlib/metadata/__init__.py:923(__init__)
       17    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/typeinfer.py:799(__init__)
        2    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/functools.py:841(_is_union_type)
       11    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/typing/bufproto.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/typing/cmathdecl.py:24(<listcomp>)
        1    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/misc/cffiimpl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/cpython/listobj.py:42(_ListPayloadMixin)
        5    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/axis.py:2741(get_minpos)
        6    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/callwrapper.py:11(__init__)
        1    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/typing/cmathdecl.py:27(CMath_predicate)
       32    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/dispatcher.py:231(__bool__)
        1    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/np/arrayobj.py:4343(numpy_empty_nd)
       53    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/base.py:1111(get_preferred_array_alignment)
       46    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/colors.py:1255(vmin)
        3    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/typing/npydecl.py:457(parse_dtype)
        1    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/np/arraymath.py:491(npy_min)
        3    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/_pylab_helpers.py:90(get_all_fig_managers)
       56    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/types/containers.py:73(key)
        2    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/colors.py:848(_set_extremes)
        8    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/re/_parser.py:252(get)
       18    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/axis.py:755(get_remove_overlapping_locs)
        8    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/ir.py:719(__init__)
        1    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/typing/mathdecl.py:44(Math_atan2)
       19    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/axis.py:264(get_pad)
       61    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/contextlib.py:428(__enter__)
        2    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/re/_parser.py:222(__init__)
       13    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        3    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/spines.py:548(from_dict)
       46    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/colors.py:1266(vmax)
       11    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/imputils.py:260(__init__)
       40    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1565(<genexpr>)
        5    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/logging/__init__.py:228(_acquireLock)
        7    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/rewrites/static_raise.py:17(_is_exception_type)
        2    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/analysis.py:360(prune_by_predicate)
       12    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/callwrapper.py:224(debug_print)
        6    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/callwrapper.py:92(__init__)
        1    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/typing/mathdecl.py:79(Math_hypot)
        4    0.000    0.000    0.000    0.000 {built-in method _imp.exec_dynamic}
        5    0.000    0.000    0.000    0.000 <frozen _collections_abc>:362(__subclasshook__)
        6    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/importlib/metadata/__init__.py:597(<genexpr>)
        3    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/imputils.py:79(decorate)
        2    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/contourpy/chunk.py:6(calc_chunk_sizes)
        1    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/byteflow.py:1135(<listcomp>)
        1    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/astropy/extern/configobj/configobj.py:484(__init__)
        1    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/mpl_toolkits/mplot3d/proj3d.py:10(world_transformation)
       48    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numpy/core/multiarray.py:618(min_scalar_type)
       20    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/legend.py:1091(get_bbox_to_anchor)
        3    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/_pylab_helpers.py:33(get_fig_manager)
        2    0.000    0.000    0.000    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/transforms.py:311(replace_target)
